RANGO DE EDAD,ESTRATO SOCIOECONOMICO DE RESIDENCIA,PERTENECE A MINORIA,TIENE DISCAPACIDAD,PAÍS DE DESTINO,NIVEL ACADÉMICO,MODALIDAD,AÑO SELECCIÓN,GÉNERO
26 - 30 AÑOS,4,No,No,Estados Unidos,cursos cortos,Virtual,2020,Femenino
21- 25 AÑOS,4,No,No,Estados Unidos,cursos cortos,Virtual,2020,Masculino
36 - MÁS AÑOS,3,No,No,Colombia,Investigación,Virtual,2020,Masculino
21- 25 AÑOS,3,No,No,Colombia,Investigación,Virtual,2020,Femenino
36 - MÁS AÑOS,4,No,No,Colombia,Investigación,Virtual,2020,Femenino
26 - 30 AÑOS,2,No,No,Colombia,Investigación,Virtual,2020,Femenino
36 - MÁS AÑOS,6,No,No,Colombia,Investigación,Virtual,2020,Femenino
36 - MÁS AÑOS,4,No,No,Colombia,Investigación,Virtual,2020,Femenino
31 - 35 AÑOS,6,No,No,Colombia,Investigación,Virtual,2020,Femenino
31 - 35 AÑOS,5,No,No,Colombia,Investigación,Virtual,2020,Femenino
36 - MÁS AÑOS,3,No,No,Colombia,Investigación,Virtual,2020,Femenino
31 - 35 AÑOS,5,No,No,Colombia,Investigación,Virtual,2020,Femenino
36 - MÁS AÑOS,4,No,No,Colombia,Investigación,Virtual,2020,Femenino
31 - 35 AÑOS,5,No,No,Colombia,Investigación,Virtual,2020,Femenino
36 - MÁS AÑOS,3,No,No,Colombia,Investigación,Virtual,2020,Femenino
36 - MÁS AÑOS,3,No,No,Colombia,Investigación,Virtual,2020,Femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Presencial,2020,Femenino
21- 25 AÑOS,3,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,5,No,No,Reino Unido,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,5,No,No,Reino Unido,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,3,No,No,Reino Unido,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,4,No,No,India,cursos cortos,Presencial,2020,Femenino
31 - 35 AÑOS,4,No,No,India,cursos cortos,Presencial,2020,Femenino
26 - 30 AÑOS,6,No,No,FRANCIA,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,3,No,No,FRANCIA,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,4,No,No,Chile,Maestría,Presencial,2020,Masculino
21- 25 AÑOS,4,No,No,Chile,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,1,No,No,Chile,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,4,No,No,Chile,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,4,No,No,Chile,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,2,No,No,Chile,Maestría,Presencial,2020,Femenino
21- 25 AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
21- 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
21- 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
31 - 35 AÑOS,1,No,No,España,Maestría,Virtual,2020,Masculino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
21- 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
21- 25 AÑOS,3,Si,No,España,Maestría,Virtual,2020,Masculino
21- 25 AÑOS,3,Si,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
21- 25 AÑOS,4,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2020,Masculino
21- 25 AÑOS,1,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,3,Si,No,España,Maestría,Virtual,2020,Femenino
21- 25 AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
21- 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2020,Masculino
31 - 35 AÑOS,4,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,4,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,4,No,No,India,cursos cortos,Presencial,2020,Femenino
21- 25 AÑOS,3,No,No,China,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,2,No,No,China,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,3,No,No,China,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,3,Si,No,China,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,4,No,No,China,Maestría,Presencial,2020,Masculino
21- 25 AÑOS,4,No,No,China,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,3,No,No,China,Maestría,Presencial,2020,Masculino
21- 25 AÑOS,5,No,No,China,Maestría,Presencial,2020,Femenino
21- 25 AÑOS,4,No,No,China,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,2,No,No,China,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,3,No,No,China,Maestría,Presencial,2020,Femenino
21- 25 AÑOS,4,Si,No,China,Maestría,Presencial,2020,Femenino
21- 25 AÑOS,2,No,No,China,Maestría,Presencial,2020,Femenino
21- 25 AÑOS,2,No,No,China,Maestría,Presencial,2020,Masculino
21- 25 AÑOS,2,No,No,China,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,3,No,No,China,Maestría,Presencial,2020,Masculino
21- 25 AÑOS,3,No,No,China,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,3,No,No,China,Doctorado,Presencial,2020,Femenino
26 - 30 AÑOS,5,No,No,China,Doctorado,Presencial,2020,Masculino
31 - 35 AÑOS,4,No,No,China,Doctorado,Presencial,2020,Femenino
36 - MÁS AÑOS,3,No,No,China,Doctorado,Presencial,2020,Masculino
31 - 35 AÑOS,3,No,No,China,Doctorado,Presencial,2020,Masculino
31 - 35 AÑOS,3,No,No,China,Doctorado,Presencial,2020,Femenino
36 - MÁS AÑOS,4,No,No,China,Doctorado,Presencial,2020,Masculino
31 - 35 AÑOS,3,No,No,China,Doctorado,Presencial,2020,Femenino
21- 25 AÑOS,3,No,No,China,Doctorado,Presencial,2020,Masculino
36 - MÁS AÑOS,3,No,No,China,Doctorado,Presencial,2020,Masculino
26 - 30 AÑOS,3,No,No,China,Doctorado,Presencial,2020,Femenino
31 - 35 AÑOS,3,No,No,China,Doctorado,Presencial,2020,Masculino
26 - 30 AÑOS,3,No,No,China,Doctorado,Presencial,2020,Femenino
36 - MÁS AÑOS,3,No,No,China,Doctorado,Presencial,2020,Femenino
26 - 30 AÑOS,3,No,No,China,Doctorado,Presencial,2020,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2020,Masculino
36 - MÁS AÑOS,2,No,No,España,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2020,Masculino
21- 25 AÑOS,4,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2020,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2020,Masculino
36 - MÁS AÑOS,1,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2020,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Presencial,2020,Masculino
21- 25 AÑOS,2,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2020,Femenino
21- 25 AÑOS,3,No,No,España,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,1,Si,No,España,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Presencial,2020,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2020,Femenino
21- 25 AÑOS,4,No,No,España,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Presencial,2020,Femenino
21- 25 AÑOS,3,No,No,España,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Presencial,2020,Masculino
36 - MÁS AÑOS,6,No,No,España,Maestría,Presencial,2020,Masculino
21- 25 AÑOS,2,No,No,España,Maestría,Presencial,2020,Femenino
21- 25 AÑOS,4,No,No,España,Maestría,Presencial,2020,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Presencial,2020,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Presencial,2020,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2020,Masculino
21- 25 AÑOS,3,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,4,No,No,España,Maestría,Presencial,2020,Masculino
21- 25 AÑOS,4,No,No,España,Maestría,Presencial,2020,Femenino
36 - MÁS AÑOS,1,Si,No,España,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2020,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Presencial,2020,Masculino
31 - 35 AÑOS,1,No,No,España,Maestría,Presencial,2020,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2020,Femenino
36 - MÁS AÑOS,NA,NA,NA,CANADÁ,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,NA,NA,NA,CANADÁ,Maestría,Presencial,2020,Masculino
26 - 30 AÑOS,NA,NA,NA,CANADÁ,Maestría,Presencial,2020,Femenino
31 - 35 AÑOS,3,No,No,Singapur,cursos cortos,Virtual,2020,Femenino
26 - 30 AÑOS,5,No,No,Estados Unidos,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,2,No,No,Estados Unidos,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,4,No,No,Estados Unidos,Maestría,Virtual,2020,Masculino
21- 25 AÑOS,4,No,No,Estados Unidos,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,3,No,No,Estados Unidos,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,4,No,No,España,Maestría,Virtual,2020,Femenino
21- 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,5,No,No,España,Maestría,Virtual,2020,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
21- 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
21- 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
21- 25 AÑOS,2,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
21- 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2020,Femenino
21- 25 AÑOS,2,No,No,España,Maestría,Virtual,2020,Masculino
31 - 35 AÑOS,6,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2020,Masculino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
21- 25 AÑOS,4,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,1,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,1,No,No,España,Maestría,Virtual,2020,Femenino
21- 25 AÑOS,4,No,No,España,Maestría,Virtual,2020,Masculino
36 - MÁS AÑOS,6,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
31 - 35 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
21- 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,4,No,No,España,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2020,Femenino
21- 25 AÑOS,3,No,No,España,Maestría,Virtual,2020,Masculino
26 - 30 AÑOS,3,No,No,Japón,Maestría,Virtual,2020,Femenino
26 - 30 AÑOS,5,No,No,Hungría,Maestría,Virtual,2020,Femenino
21- 25 AÑOS,4,No,No,Hungría,Maestría,Virtual,2020,Femenino
36 - MÁS AÑOS,3,No,No,India,cursos cortos,Virtual,2020,Masculino
26 - 30 AÑOS,1,No,No,India,cursos cortos,Presencial,2020,Masculino
31 - 35 AÑOS,4,No,No,India,cursos cortos,Presencial,2020,Masculino
21- 25 AÑOS,NA,NA,NA,Japón,Maestría,Presencial,2019,Femenino
21- 25 AÑOS,NA,NA,NA,Japón,Maestría,Presencial,2019,Masculino
31 - 35 AÑOS,3,No,No,República Checa,cursos cortos,Presencial,2019,Femenino
31 - 35 AÑOS,3,NA,No,Tailandia,cursos cortos,Presencial,2019,Masculino
26 - 30 AÑOS,5,No,No,Japón,Maestría,Presencial,2019,Masculino
21- 25 AÑOS,4,No,No,Japón,Maestría,Presencial,2019,Femenino
26 - 30 AÑOS,4,No,No,Japón,Maestría,Presencial,2019,Femenino
21- 25 AÑOS,4,No,No,Japón,Maestría,Presencial,2019,Masculino
21- 25 AÑOS,6,No,No,Japón,Maestría,Presencial,2019,Femenino
21- 25 AÑOS,3,No,No,Japón,Pregrado,Presencial,2019,Masculino
31 - 35 AÑOS,5,No,No,India,cursos cortos,Presencial,2019,Masculino
21- 25 AÑOS,3,No,No,India,cursos cortos,Presencial,2019,Femenino
26 - 30 AÑOS,4,No,No,India,cursos cortos,Presencial,2019,Masculino
31 - 35 AÑOS,3,Si,No,India,cursos cortos,Presencial,2019,Femenino
31 - 35 AÑOS,5,No,No,India,cursos cortos,Presencial,2019,Femenino
31 - 35 AÑOS,5,No,No,India,cursos cortos,Presencial,2019,Femenino
36 - MÁS AÑOS,4,No,No,India,cursos cortos,Presencial,2019,Femenino
26 - 30 AÑOS,2,No,No,India,cursos cortos,Presencial,2019,Femenino
31 - 35 AÑOS,3,No,No,India,cursos cortos,Presencial,2019,Femenino
31 - 35 AÑOS,5,No,No,India,cursos cortos,Presencial,2019,Femenino
31 - 35 AÑOS,3,No,No,India,cursos cortos,Presencial,2019,Masculino
26 - 30 AÑOS,4,No,No,India,cursos cortos,Presencial,2019,Masculino
31 - 35 AÑOS,3,No,No,India,cursos cortos,Presencial,2019,Masculino
26 - 30 AÑOS,3,No,No,Chile,Maestría,Presencial,2019,Femenino
31 - 35 AÑOS,1,No,No,México,Maestría,Presencial,2019,Masculino
31 - 35 AÑOS,3,No,No,México,Maestría,Presencial,2019,Masculino
26 - 30 AÑOS,2,No,No,México,Maestría,Presencial,2019,Masculino
31 - 35 AÑOS,2,No,No,México,Maestría,Presencial,2019,Masculino
31 - 35 AÑOS,4,No,No,México,Investigación,Presencial,2019,Masculino
26 - 30 AÑOS,4,No,No,India,cursos cortos,Presencial,2019,Femenino
36 - MÁS AÑOS,6,No,No,India,cursos cortos,Presencial,2019,Femenino
26 - 30 AÑOS,4,No,No,India,cursos cortos,Presencial,2019,Masculino
26 - 30 AÑOS,3,No,No,India,cursos cortos,Presencial,2019,Femenino
31 - 35 AÑOS,4,No,No,India,cursos cortos,Presencial,2019,Masculino
36 - MÁS AÑOS,2,No,No,España,Maestría,Virtual,2019,Masculino
21- 25 AÑOS,3,No,No,España,Maestría,Virtual,2019,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Virtual,2019,Masculino
21- 25 AÑOS,4,No,No,España,Maestría,Virtual,2019,Femenino
31 - 35 AÑOS,2,No,No,España,Maestría,Virtual,2019,Femenino
21- 25 AÑOS,3,No,No,España,Maestría,Virtual,2019,Femenino
36 - MÁS AÑOS,5,No,No,España,Maestría,Virtual,2019,Femenino
36 - MÁS AÑOS,3,No,No,España,Maestría,Virtual,2019,Femenino
21- 25 AÑOS,4,No,No,España,Maestría,Virtual,2019,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Virtual,2019,Femenino
26 - 30 AÑOS,3,No,No,Tailandia,cursos cortos,Presencial,2019,Masculino
26 - 30 AÑOS,4,No,No,India,cursos cortos,Presencial,2019,Masculino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2019,Masculino
26 - 30 AÑOS,3,Si,No,España,Maestría,Presencial,2019,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Presencial,2019,Femenino
26 - 30 AÑOS,3,No,No,España,Maestría,Presencial,2019,Femenino
31 - 35 AÑOS,4,No,No,España,Maestría,Presencial,2019,Masculino
26 - 30 AÑOS,5,No,No,España,Maestría,Presencial,2019,Femenino
26 - 30 AÑOS,2,No,No,España,Maestría,Semipresencial,2019,Femenino
21- 25 AÑOS,2,No,No,Reino Unido,cursos cortos,Presencial,2019,Femenino
21- 25 AÑOS,2,No,No,Reino Unido,cursos cortos,Presencial,2019,Femenino
36 - MÁS AÑOS,4,No,No,Canadá,Maestría,Presencial,2019,Femenino
26 - 30 AÑOS,3,No,No,Canadá,Maestría,Presencial,2019,Femenino
31 - 35 AÑOS,4,No,No,India,cursos cortos,Presencial,2019,Femenino
36 - MÁS AÑOS,5,No,No,India,cursos cortos,Presencial,2019,Femenino
36 - MÁS AÑOS,3,No,No,Chile,cursos cortos,Semipresencial,2019,Masculino
21- 25 AÑOS,4,No,No,Chile,cursos cortos,Presencial,2019,Masculino
31 - 35 AÑOS,3,Si,No,España,Maestría,Virtual,2019,Masculino
21- 25 AÑOS,3,No,No,España,Maestría,Virtual,2019,Masculino
36 - MÁS AÑOS,3,No,No,Chile,cursos cortos,Presencial,2019,Masculino
21- 25 AÑOS,3,No,No,Reino Unido,otro,Presencial,2019,Masculino
26 - 30 AÑOS,2,No,No,Reino Unido,otro,Presencial,2019,Femenino
31 - 35 AÑOS,3,No,No,Reino Unido,otro,Presencial,2019,Femenino
31 - 35 AÑOS,3,No,No,Reino Unido,otro,Presencial,2019,Femenino
21- 25 AÑOS,2,No,No,Reino Unido,otro,Presencial,2019,Femenino
31 - 35 AÑOS,2,No,No,Reino Unido,otro,Presencial,2019,Femenino
36 - MÁS AÑOS,2,No,No,Reino Unido,otro,Presencial,2019,Masculino
36 - MÁS AÑOS,3,No,No,Reino Unido,otro,Presencial,2019,Masculino
26 - 30 AÑOS,2,No,No,Reino Unido,otro,Presencial,2019,Femenino
26 - 30 AÑOS,2,No,No,Reino Unido,otro,Presencial,2019,Femenino
26 - 30 AÑOS,3,No,No,Singapur,cursos cortos,Presencial,2019,Femenino
31 - 35 AÑOS,3,No,No,Singapur,cursos cortos,Presencial,2019,Femenino
21- 25 AÑOS,1,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,3,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,3,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,2,No,No,Francia,otro,Presencial,2019,Femenino
26 - 30 AÑOS,2,Si,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,3,No,No,Francia,otro,Presencial,2019,Masculino
26 - 30 AÑOS,3,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,1,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,1,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,2,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,3,No,No,Francia,otro,Presencial,2019,Masculino
26 - 30 AÑOS,3,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,3,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,3,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,1,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,1,Si,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,2,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,3,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,1,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,1,Si,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,2,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,2,Si,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,1,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,1,Si,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,4,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,1,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,3,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,3,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,2,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,1,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,2,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,4,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,2,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,1,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,3,Si,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,4,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,2,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,6,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,1,Si,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,3,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,1,No,No,Francia,otro,Presencial,2019,Femenino
26 - 30 AÑOS,3,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,2,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,3,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,2,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,2,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,3,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,2,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,3,No,No,Francia,otro,Presencial,2019,Femenino
21- 25 AÑOS,2,No,No,Francia,otro,Presencial,2019,Masculino
26 - 30 AÑOS,3,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,2,No,No,Francia,otro,Presencial,2019,Masculino
26 - 30 AÑOS,1,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,3,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,1,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,2,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,3,No,No,Francia,otro,Presencial,2019,Masculino
21- 25 AÑOS,2,No,No,Francia,otro,Presencial,2019,Masculino
26 - 30 AÑOS,1,Si,No,Francia,otro,Presencial,2019,Masculino
36 - MÁS AÑOS,4,No,No,Singapur,cursos cortos,Presencial,2019,Femenino
36 - MÁS AÑOS,3,No,No,Chile,cursos cortos,Semipresencial,2019,Femenino
31 - 35 AÑOS,4,No,No,Chile,cursos cortos,Semipresencial,2019,Femenino
26 - 30 AÑOS,3,No,No,Hungría,Maestría,Presencial,2019,Femenino
31 - 35 AÑOS,4,No,No,Hungría,Maestría,Presencial,2019,Femenino
26 - 30 AÑOS,3,No,No,Hungría,Maestría,Presencial,2019,Femenino
26 - 30 AÑOS,3,No,No,Hungría,Maestría,Presencial,2019,Femenino
26 - 30 AÑOS,3,No,No,Hungría,Maestría,Presencial,2019,Femenino
26 - 30 AÑOS,3,No,No,Hungría,Maestría,Presencial,2019,Femenino
21- 25 AÑOS,3,No,No,Hungría,Maestría,Presencial,2019,Femenino
26 - 30 AÑOS,5,No,No,Hungría,Maestría,Presencial,2019,Femenino
26 - 30 AÑOS,2,No,No,Hungría,Doctorado,Presencial,2019,Femenino
36 - MÁS AÑOS,3,No,No,Hungría,Maestría,Presencial,2019,Femenino
21- 25 AÑOS,3,No,No,Hungría,Maestría,Presencial,2019,Femenino
26 - 30 AÑOS,3,No,No,Hungría,Maestría,Presencial,2019,Femenino
26 - 30 AÑOS,3,No,No,Hungría,Maestría,Presencial,2019,Masculino
21- 25 AÑOS,2,No,No,Hungría,Maestría,Presencial,2019,Masculino
21- 25 AÑOS,3,No,No,Hungría,Maestría,Presencial,2019,Femenino
21- 25 AÑOS,3,No,No,Hungría,Maestría,Presencial,2019,Femenino
36 - MÁS AÑOS,2,No,No,Hungría,Maestría,Presencial,2019,Femenino
16 - 20 AÑOS,5,No,No,Hungría,Pregrado,Presencial,2019,Femenino
21- 25 AÑOS,2,No,No,Hungría,Pregrado,Presencial,2019,Masculino
16 - 20 AÑOS,3,No,No,Hungría,Pregrado,Presencial,2019,Masculino
21- 25 AÑOS,2,No,No,Hungría,Pregrado,Presencial,2019,Masculino
21- 25 AÑOS,6,No,No,Japón,otro,Presencial,2019,Masculino
21- 25 AÑOS,6,No,No,Japón,otro,Presencial,2019,Femenino
31 - 35 AÑOS,4,No,No,Tailandia,cursos cortos,Presencial,2019,Femenino
36 - MÁS AÑOS,5,No,No,Canadá,cursos cortos,Presencial,2019,Femenino
26 - 30 AÑOS,3,No,No,Canadá,cursos cortos,Presencial,2019,Femenino
36 - MÁS AÑOS,3,No,No,Canadá,cursos cortos,Presencial,2019,Femenino
26 - 30 AÑOS,2,No,No,Canadá,cursos cortos,Presencial,2019,Masculino
36 - MÁS AÑOS,3,No,No,Canadá,cursos cortos,Presencial,2019,Masculino
36 - MÁS AÑOS,4,No,No,Canadá,cursos cortos,Presencial,2019,Femenino
